Price,Name,Location,Link
"$4,300","2010 Mazda Mazda5 Grand Touring 4dr Mini Van 5A","MAZDA MAZDA5 MINI-VAN",https://cnj.craigslist.org/ctd/d/trenton-2010-mazda-mazda5-grand-touring/7257756849.html
"$1,800","1998 Toyota Camry XLE V6 4dr Sedan","TOYOTA CAMRY SEDAN",https://cnj.craigslist.org/ctd/d/trenton-1998-toyota-camry-xle-v6-4dr/7257756703.html
"$2,000","2002 GMC 3500 Box Truck -- (not running)","SOUTH PLAINFIELD, NJ",https://cnj.craigslist.org/cto/d/south-plainfield-2002-gmc-3500-box/7257756624.html
"$19,000","*2017* *Honda* *Civic* *EX-L*","_HONDA_ _CIVIC_ _SEDAN_",https://cnj.craigslist.org/ctd/d/lawrence-township-2017-honda-civic-ex/7257756088.html
"$17,000","2018 Honda Civic EX","WESTFIELD, NJ",https://cnj.craigslist.org/ctd/d/scotch-plains-2018-honda-civic-ex/7257755495.html
"$20,000","2017 Porsche Macan S AWD - Payments starting at $39/week","+ DREAM CAR GALLERY - BAD CREDIT NO CREDIT - 100% APPROVAL",https://cnj.craigslist.org/ctd/d/woodbury-2017-porsche-macan-awd/7257748091.html
"$10,000","2009 Ford Ranger XLT #  05670","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2009-ford-ranger-xlt/7257746535.html
"$17,000","2013 Dodge Durango #  40777","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2013-dodge-durango/7257746338.html
"$19,000","2009 Chevrolet Silverado 1500 LTZ # 27793","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2009-chevrolet-silverado/7257745876.html
"$9,000","2010 Ford Edge SEL #  17123","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2010-ford-edge-sel/7257745651.html
"$6,900","2012 Mazda CX-9 Sport AWD 4dr SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2012-mazda-cx-sport-awd-4dr/7257745673.html
"$6,000","2009 Hyundai Veracruz Limited 4dr Crossover","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2009-hyundai-veracruz-limited/7257745545.html
"$3,600","1999 Jeep Grand Cherokee Limited 4dr 4WD SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-1999-jeep-grand-cherokee/7257745430.html
"$8,000","2006 Dodge Dakota SLT # 46886","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2006-dodge-dakota-slt/7257745213.html
"$7,300","2012 Mazda 3 i Touring; EXTRA CLEAN ! - $7,300 (Dover, DE.)","DOVER,  DE.",https://cnj.craigslist.org/cto/d/dover-2012-mazda-i-touring-extra-clean/7257743789.html
"$4,000","2001 Toyota Avalon XL 67k miles","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/keyport-2001-toyota-avalon-xl-67k-miles/7257705165.html
"$3,500","2001.5 VW Passat 1.8t","HILLSBOROUGH",https://cnj.craigslist.org/cto/d/belle-mead-vw-passat-18t/7257690331.html
"$11,000","Car for sale","PISCATAWAY",https://cnj.craigslist.org/cto/d/piscataway-car-for-sale/7257688492.html
"$6,100","Cadillac DTS 2009","HILLSBOROUGH",https://cnj.craigslist.org/cto/d/belle-mead-cadillac-dts-2009/7257687475.html
"$6,600","!!! 2010 HYUNDAI SANTA FE - GLS !!!","ELIZABETH",https://cnj.craigslist.org/cto/d/elizabeth-hyundai-santa-fe-gls/7257675233.html
"$36,000","2019 Toyota 4Runner TRD Pro 4x4 4dr SUV SUV","DG AUTO GROUP",https://cnj.craigslist.org/ctd/d/miami-2019-toyota-4runner-trd-pro-4x4/7257658232.html
"$4,000","2004 Jeep Liberty","HAMILTON",https://cnj.craigslist.org/cto/d/trenton-2004-jeep-liberty/7257642353.html
"$15,000","2003 Chevrolet Tahoe Z71 - 79K Original Miles - One Owner","WEST MILFORD",https://cnj.craigslist.org/cto/d/wanaque-2003-chevrolet-tahoe-k-original/7257632303.html
"$5,400","2012","HILLSIDE NJ",https://cnj.craigslist.org/cto/d/newark-2012/7257631829.html
"$4,500","1998 dodge Durango 4x4 slt","ROSELLE",https://cnj.craigslist.org/cto/d/roselle-1998-dodge-durango-4x4-slt/7257628756.html
"$62,000","2019 BMW M5 Sedan","DG AUTO GROUP",https://cnj.craigslist.org/ctd/d/miami-2019-bmw-m5-sedan/7257627830.html
"$1,600","2001 Volkswagen Golf 5 speed manual","PARLIN",https://cnj.craigslist.org/cto/d/parlin-2001-volkswagen-golf-speed-manual/7257621627.html
"$9,900","2011 GMC Savana G2500 Extended Cargo Van","BLOOMFIELD",https://cnj.craigslist.org/cto/d/bloomfield-2011-gmc-savana-g2500/7257620565.html
"$7,700","2001 Ford F-350 XLT 7.3L","BLOOMFIELD",https://cnj.craigslist.org/cto/d/bloomfield-2001-ford-350-xlt-73l/7257619865.html
"$7,000","2011 GMC Savana G3500","BLOOMFIELD",https://cnj.craigslist.org/cto/d/bloomfield-2011-gmc-savana-g3500/7257619450.html
"$6,500","2006 Acura RSX","HILLSBOROUGH",https://cnj.craigslist.org/cto/d/belle-mead-2006-acura-rsx/7257609497.html
"$14,000","Lexus Rx 350","SAYREVILLE",https://cnj.craigslist.org/cto/d/matawan-lexus-rx-350/7257590390.html
"$50,000","2019 Ford F-350 Crew Cab XLT 4X4 DRW 1-OWNER!!!","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/finksburg-2019-ford-350-crew-cab-xlt/7257581035.html
"$8,000","2004 ford f350 utility service truck","MANCHESTER",https://cnj.craigslist.org/cto/d/toms-river-2004-ford-f350-utility/7257577191.html
"$9,500","************2003 LEXUS SC430 2DR SPORT (Convertible)*(50,000MILES)****","ELIZABETH NJ",https://cnj.craigslist.org/cto/d/elizabeth-2003-lexus-sc430-2dr-sport/7257572720.html
"$3,500","************2007 BMW X3 3.0i SPORT AWD*********","ELIZABETH NJ",https://cnj.craigslist.org/cto/d/elizabeth-2007-bmw-x3-30i-sport-awd/7257566118.html
"$6,500","2010 Volkswagen Passat Komfort PZEV","UNION NJ",https://cnj.craigslist.org/ctd/d/kenilworth-2010-volkswagen-passat/7257559563.html
"$12,000","2012 GMC Acadia - Financing Available!","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/east-brunswick-2012-gmc-acadia/7257558512.html
"$8,700","2007 Yukon Denali XL","MONROE",https://cnj.craigslist.org/cto/d/monroe-township-2007-yukon-denali-xl/7257551998.html
"$2,500","2003 Ford F-250 4X4","METUCHEN",https://cnj.craigslist.org/ctd/d/edison-2003-ford-250-4x4/7257543167.html
"$6,900","2010 Honda Accord LX-P - Silver - 122k Miles - CLEAN","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/union-2010-honda-accord-lx-silver-122k/7257535698.html
"$16,000","New Crate Engine 2012 E-450 Bus","PARLIN",https://cnj.craigslist.org/cto/d/parlin-new-crate-engine-2012-450-bus/7257513788.html
"$14,000","2013 Ford F-150 F150 F 150 4WD Reg Cab 126 PICK UP W/ BED CAP","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-ford-150-f150-150-4wd/7257512490.html
"$25,000","2014 Ford F-350 F350 F 350 Super Duty XLT 4wd diesel FLATBED DIESE","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2014-ford-350-f350-350/7257510150.html
"$5,200","1992 BMW 325i E36","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/trenton-1992-bmw-325i-e36/7257508980.html
"$1,500","Sold. 1999 honda accord 4 cly vtec automatic","PISCATAWAY TOWNSHIP",https://cnj.craigslist.org/cto/d/piscataway-sold-1999-honda-accord-cly/7257508683.html
"$1,500","2003 JEEP LIBERTY SPORT","SOUTH PLAINFIELD",https://cnj.craigslist.org/cto/d/south-plainfield-2003-jeep-liberty-sport/7257508501.html
"$9,500","2012 HONDA CRV AWD","MANALAPAN N J",https://cnj.craigslist.org/cto/d/tennent-2012-honda-crv-awd/7257506866.html
"$10,000","2010 Hyundai Tucson Limited Sport Utility 4D","_HYUNDAI_ _TUCSON_ _SUV_",https://cnj.craigslist.org/ctd/d/cliffwood-2010-hyundai-tucson-limited/7257500293.html
"$22,000","2014 Mercedes-Benz E-Class E 350 Sedan 4D sedan Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-mercedes-benz-class-350/7257496070.html
"$32,000","2016 Freightliner M2 3trk box truck with liftgate !!","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2016-freightliner-m2-3trk/7257492115.html
"$11,000","2010 Chevrolet Camaro Lt","TRENTON ,NEW JERSEY",https://cnj.craigslist.org/ctd/d/trenton-2010-chevrolet-camaro-lt/7257490827.html
"$46,000","2019 Toyota Tundra CrewMax SR5 Pickup 4D 5 1/2 ft pickup White -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-toyota-tundra-crewmax-sr5/7257483508.html
"$25,000","2013 Ford F150 SuperCrew Cab XL Pickup 4D 6 1/2 ft pickup Silver -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-ford-f150-supercrew-cab-xl/7257484046.html
"$21,000","2017 BMW 3 Series 320i xDrive Sedan 4D sedan Silver - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-bmw-series-320i-xdrive/7257483471.html
"$24,000","2016 Ford F150 Super Cab XL Pickup 4D 6 1/2 ft pickup Blue - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-ford-f150-super-cab-xl/7257483999.html
"$3,900","Chevy Tahoe 2003 LT","EAST BRUNSWICK",https://cnj.craigslist.org/cto/d/east-brunswick-chevy-tahoe-2003-lt/7257482185.html
"$16,000","2000 ford f350","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/sayreville-2000-ford-f350/7257481953.html
"$30,000","2015 Ford Mustang GT Premium Coupe 2D coupe Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2015-ford-mustang-gt-premium/7257476747.html
"$30,000","2017 Jeep Wrangler Unlimited Sport S Sport Utility 4D suv Black -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-jeep-wrangler-unlimited/7257476734.html
"$45,000","2014 Chevy Chevrolet Corvette Stingray Convertible 2D Convertible","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-chevy-chevrolet-corvette/7257476552.html
"$21,000","2012 Mercedes-Benz E-Class E 350 Convertible 2D Convertible Silver -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2012-mercedes-benz-class-350/7257476512.html
"$35,000","2013 Toyota FJ Cruiser Sport Utility 2D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-toyota-fj-cruiser-sport/7257476711.html
"$21,000","2015 Nissan Frontier Crew Cab SV Pickup 4D 5 ft pickup White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2015-nissan-frontier-crew-cab/7257476715.html
"$500","WE BUY ALL CARS - AS IS - FREE TOWING","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/rahway-we-buy-all-cars-as-is-free-towing/7257474520.html
"$33,000","2018 Toyota 4Runner SR5 Premium Sport Utility 4D suv White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-toyota-4runner-sr5-premium/7257470506.html
"$32,000","2016 Jeep Wrangler Unlimited Sahara Sport Utility 4D suv Silver -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-jeep-wrangler-unlimited/7257470486.html
"$28,000","2015 Ford Mustang GT Coupe 2D coupe Red - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2015-ford-mustang-gt-coupe-2d/7257470524.html
"$40,000","2014 Tesla Model S P85 Sedan 4D sedan Red - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-tesla-model-p85-sedan-4d/7257470458.html
"$25,000","2014 Jeep Wrangler Unlimited Sport S SUV 4D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-jeep-wrangler-unlimited/7257470474.html
"$36,000","2018 Dodge Challenger R/T Scat Pack Coupe 2D coupe Black - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-dodge-challenger-t-scat/7257470424.html
"$44,000","2014 Chevy Chevrolet Corvette Stingray Coupe 2D coupe White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-chevy-chevrolet-corvette/7257470285.html
"$28,000","2004 Chevrolet C6500 M67 2WD LB Truck * DIESEL *MASON DUMP","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2004-chevrolet-c6500-m67/7257470255.html
"$16,000","2002 Ford Super Duty F-650 F650 F 650 4X2 2dr DIESEL 16FT BOX TRUCK","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2002-ford-super-duty-650/7257470186.html
"$30,000","2005 GMC C8500 DIESEL HEAVY DUTY CONSTRUCTION DUMP","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2005-gmc-c8500-diesel-heavy/7257469606.html
"$30,000","2005 Chevrolet C4500 DIESEL * 4X4 FLATBED chassis dump","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2005-chevrolet-c4500-diesel/7257469588.html
"$26,000","2005 GMC SIERRA 3500 4WD DIESEL DRW MASON DUMP TRUCK","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2005-gmc-sierra-wd-diesel/7257468494.html
"$20,000","2006 INTERNATIONAL 4000 SERIES DIESEL UTILITY BOOM / BUCKET TRUCK2","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2006-international-4000/7257468472.html
"$0","2017 Dodge Challenger SRT Hellcat 2dr Coupe -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2017-dodge-challenger-srt/7257466474.html
"$31,000","2014 Ford F150 SuperCrew Cab XLT Pickup 4D 5 1/2 ft pickup Red -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-ford-f150-supercrew-cab/7257464341.html
"$31,000","2016 Chevy Chevrolet Camaro SS Convertible 2D Convertible Black -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-chevy-chevrolet-camaro-ss/7257464068.html
"$36,000","2014 Toyota Tundra Double Cab Limited Pickup 4D 6 1/2 ft pickup Silver","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-toyota-tundra-double-cab/7257464302.html
"$30,000","2007 GMC W5500 W55042 4DR Crew DIESEL * LANDSCAPE DUMP *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2007-gmc-w5500-dr-crew/7257464162.html
"$30,000","2007 ISUZU FVR 2DR Regular Cab Long Chassis CAB OVER BOX TRUCK","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2007-isuzu-fvr-2dr-regular/7257464132.html
"$0","Buses For Sale","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/westbury-buses-for-sale/7257455781.html
"$30,000","2007 INTERNATIONAL 4300 BUCKET TRUCK * SERVICE UTILITY 2 MAN BUCKET","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2007-international-4300/7257452380.html
"$25,000","2007 Ford Super Duty F-650 F650 F 650 4X2 2dr DIESEL CHASSIS","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2007-ford-super-duty-650/7257451057.html
"$35,000","2007 HINO HINO 338 2dr  DIESEL *TILT FLATBED TRUCK *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2007-hino-hino-338-2dr/7257450920.html
"$25,000","2007 Ford F-650 f650 f  650 4X2 2dr Regular Cab  DIESEL CHASSIS *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2007-ford-650-f650-650-4x2/7257450897.html
"$40,000","2008 Chevrolet C5500 LONG CHASSI DIESEL * RAMP TRUCK * SWITCH AND GO *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-chevrolet-c5500-long/7257448259.html
"$30,000","2008 FORD F-650 f650 f 650 Super Duty ENCLOSED UTILITY service body","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-ford-650-f650-650/7257448228.html
"$40,000","2008 GMC C4500 Crew DIESEL * ALUMINUM * FLATBED hauler","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-gmc-c4500-crew-diesel/7257448217.html
"$14,000","2008 Ford F-250 f250 f 250 Super Duty XLT 4dr 4wd Crew sb diesel","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-ford-250-f250-250/7257447237.html
"$15,000","2008 Ford F-450 f450 f 450  Super Duty 2wd ALUMINUM FLATBED LIFT GATE","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-ford-450-f450-450/7257441727.html
"$35,000","2008 GMC C5500 2dr 4wd DIESEL * MASON DUMP *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-gmc-c5500-2dr-4wd/7257441381.html
"$18,000","2008 Ford Super Duty F-350 DRW XL 2WD UTILOITY BUCKET TRUCK BOOM","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-ford-super-duty-350/7257441225.html
"$12,000","2008 Ford E-350 E350 E 350 Econoline GAS * BOX TRUCK *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2008-ford-350-e350-350/7257441217.html
"$30,000","2009 Kenworth T-series commercial UTILITY SERVICE * CRANE TRUCK *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2009-kenworth-series/7257440787.html
"$30,000","2010 HINO 268 2dr drw diesel MASON DUMP *CALL NOW *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2010-hino-268-2dr-drw/7257440636.html
"$20,000","2009 Isuzu NPR 2dr Cab Over * gas *  UPLIFTS AVAILABLE","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2009-isuzu-npr-2dr-cab-over/7257439993.html
"$22,000","2011 Isuzu NQR 2dr Cab Over DIESEL BOX TRUCK 20FT","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-isuzu-nqr-2dr-cab-over/7257429157.html
"$3,200","2011 FORD F-350 F350 F 350 2dr 4wd BRAND NEW MASON DUMP BODY","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-350-f350-350-2dr/7257425494.html
"$5,500","2012 VW JETTA SE","LINDEN NJ",https://cnj.craigslist.org/ctd/d/linden-2012-vw-jetta-se/7257424869.html
"$25,000","2011 CHEVROLET SILVERADO 3500 DRW SL 4dr 4wd DIESEL  LANDSCAPE DUMP","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-chevrolet-silverado/7257424335.html
"$18,000","2011 FORD Super Duty F-350 f350 f 350 2wd utility service body","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-super-duty-350/7257422561.html
"$33,000","2011 Isuzu NQR 2DR CAB OVER chassis drw diesel  Switch n go system","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-isuzu-nqr-2dr-cab-over/7257422387.html
"$40,000","2019 Dodge Challenger R/T Scat Pack Coupe 2D coupe Black - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-dodge-challenger-t-scat/7257418410.html
"$20,000","2011 FORD F-350 f350 f 350 XLT  CHASSIS * DUMP READY *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-350-f350-350-xlt/7257418371.html
"$27,000","2019 Toyota Tacoma Double Cab SR5 Pickup 4D 5 ft pickup White -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-toyota-tacoma-double-cab/7257417538.html
"$20,000","2011 FORD F-350 F350 F 350 DRW XLT 2dr 4wd GAS UTILITY","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-350-f350-350-drw/7257417408.html
"$27,000","2011 FORD Super Duty F-350 F 350 F350 LARIAT 4WD CREW WELDERS BODY BED","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-super-duty-350/7257417257.html
"$27,000","2011 FORD F-250 f250 f 250 super duty 4WD CREW DIESEL SHORT BED","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-250-f250-250/7257417242.html
"$35,000","2011 FORD F-550 F550 F 550 SUPER DUTY 4WD MASON DUMP NEW!!!!","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-550-f550-550/7257416898.html
"$20,000","2011 Ford F350 F-350 F 350 super duty 4wd utility service body","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-f350-350-350/7257416544.html
"$35,000","2011 Chevrolet Silverado 3500HD DIESEL DURAMAX MASON DUMP 4WD","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-chevrolet-silverado/7257413913.html
"$30,000","2011 Ford F-250 f250 f 250  4x4 Lariat ext cab 8 ft. LB diesel","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2011-ford-250-f250-250-4x4/7257413874.html
"$5,400","09 Toyota Camry LE one owner","PISCATAWAY",https://cnj.craigslist.org/cto/d/piscataway-09-toyota-camry-le-one-owner/7257412656.html
"$34,000","2018 Chevy Chevrolet Camaro SS Coupe 2D coupe Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-chevy-chevrolet-camaro-ss/7257410599.html
"$25,000","2016 Toyota Tacoma Double Cab SR5 Pickup 4D 5 ft pickup Orange -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-toyota-tacoma-double-cab/7257410574.html
"$26,000","2012 INTERNATIONAL DURASTAR 4000 2dr Regular cab * DIESEL * FLATBED *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2012-international-durastar/7257410137.html
"$32,000","2012 Ford F-450 f450 f 450 XLT 4wd GAS * LANDSCAPE BODY *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2012-ford-450-f450-450-xlt/7257407297.html
"$29,000","2017 Jeep Wrangler Unlimited Willys Wheeler W Sport Utility 4D suv","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-jeep-wrangler-unlimited/7257403781.html
"$22,000","2012 Isuzu NPR 2dr cab over  20ft BOX TRUCK W/ Side Door","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2012-isuzu-npr-2dr-cab-over/7257405496.html
"$22,000","2012 Ford F-350 f350 f 350 Super Duty DRW XL 2dr 4wd lb chassis truck","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2012-ford-350-f350-350/7257405340.html
"$24,000","2012 Ford F-350 F350 F 350  GAS * UTILITY SERVICE TRUCK * 2WD","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2012-ford-350-f350-350-gas/7257404545.html
"$24,000","2012 FORD F-750 F750 F 750 Super Duty DIESEL * BOX TRUCK *","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2012-ford-750-f750-750/7257403604.html
"$18,000","2013 Isuzu NPR 2DR CAB OVER DIESEL 16.5 ft box Truck","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-isuzu-npr-2dr-cab-over/7257403257.html
"$25,000","2013 Isuzu NPR Cab Over DRW Chassis Truck * DIESEL * ENCLOSED UTILITY","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-isuzu-npr-cab-over-drw/7257401897.html
"$40,000","2013 KENWORTH 338 2dr DIESEL LONG CHASSIS BOX TRUCK","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-kenworth-338-2dr/7257401131.html
"$7,500","2009 Honda Odyssey","ENGLISHTOWN",https://cnj.craigslist.org/ctd/d/englishtown-2009-honda-odyssey/7257396521.html
"$13,000","2013 BMW X3 28i xdrive","SAYREVILLE",https://cnj.craigslist.org/cto/d/south-river-2013-bmw-x3-28i-xdrive/7257395369.html
"$1,500","BMW Coupe For Sale As Is or For Parts","TRENTON",https://cnj.craigslist.org/cto/d/trenton-bmw-coupe-for-sale-as-is-or-for/7257390880.html
"$4,500","toyota sienna 2004 LE","ISELIN",https://cnj.craigslist.org/cto/d/iselin-toyota-sienna-2004-le/7257389103.html
"$2,000","2007 Hyundai Tucson","ELIZABETH",https://cnj.craigslist.org/cto/d/elizabeth-2007-hyundai-tucson/7257386981.html
"$1,000","2010 Mazda 6","ELIZABETH",https://cnj.craigslist.org/cto/d/elizabeth-2010-mazda/7257386243.html
"$2,200","2002 Volkswagen Passat GLS 1.8T 4dr Turbo","CENTRAL NJ",https://cnj.craigslist.org/cto/d/neshanic-station-2002-volkswagen-passat/7257385962.html
"$2,000","2008 Nissan sentra","ELIZABETH",https://cnj.craigslist.org/cto/d/elizabeth-2008-nissan-sentra/7257385634.html
"$3,900","2008 FORD F350 WITH SERVICE UTILITY BED LOW LOW MILES LOW PRICE","BORDENTOWN",https://cnj.craigslist.org/ctd/d/chesterfield-2008-ford-f350-with/7257382255.html
"$5,700","2005 Honda Civic lx special edition","DUNELLEN",https://cnj.craigslist.org/cto/d/dunellen-2005-honda-civic-lx-special/7257377182.html
"$13,000","2012 HONDA ODYSSEY EX-L MINI VAN 3.5L V6 CLEAN CARFAX! ONLY 67K MILES!","EDISON",https://cnj.craigslist.org/cto/d/edison-2012-honda-odyssey-ex-mini-van/7257370905.html
"$10,000","2013 Honda Accord Coupe Sport","EAST BRUNSWICK",https://cnj.craigslist.org/cto/d/east-brunswick-2013-honda-accord-coupe/7257369919.html
"$30,000","2013 Ram 3500 DRW DIESEL ENCLOSED UTILITY * UPLIFT AVAILABLE","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-ram-3500-drw-diesel/7257364856.html
"$28,000","2013 Chevrolet Silverado 3500hd DRW 2WD Reg LANDSCAPE DUMP","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-chevrolet-silverado/7257364258.html
"$0","2020 Nissan Pathfinder Platinum 4x4 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2020-nissan-pathfinder-platinum/7257363798.html
"$30,000","2013 INTERNATIONAL 4000 DIESEL * 26ft STRAIGHT BOX TRUCK W/ Lift Gate","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-international-4000/7257363305.html
"$25,000","2013 Ford F-350 Super Duty DRW XLT 4dr 4wd diesel","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2013-ford-350-super-duty/7257362074.html
"$30,000","2014 Isuzu NQR 2dr Cab over Long Chassis  Flatbed Dump DIESEL","CNJ*",https://cnj.craigslist.org/ctd/d/south-amboy-2014-isuzu-nqr-2dr-cab-over/7257361803.html
